title,artist,duration_ms,duration_min,url
Mahiya jinna sona (slowed and reverb) darshal raval,AMIR KHAN 💙👑,198583,3.31,https://soundcloud.com/chocolaty-prince-503646740/mahiya-jinna-sona-slowed-and
Goo Goo Dolls - Iris (Kastra Remix),Kastra [Bootlegs],180950,3.02,https://soundcloud.com/kastra-bootlegs/irisremix
Heeriye_-_Arijit_Singh___Jasleen_Royal_Song___Slowed_and_Reverb___Harmonic_Heaven,Aman Nayyar,224209,3.74,https://soundcloud.com/aman-nayyar-176803616/heeriye-arijit_singh
Kabira [Lofi Remix] - Yeh Jawaani Hai Deewani | Lofi Nation,Morning Vibes,214152,3.57,https://soundcloud.com/lofination/kabira-lofi-remix-yeh-jawaani
Jahaan_ Tum_ Ho | Shrey_Singhal | Slowed&Reverb,RK Abro,321907,5.37,https://soundcloud.com/rk-rehman-khan-56719062/jahaan-tum-ho-shrey_singhal
NXCRE - Indigo (Slowed Reverb),ОИГУ IDIOT,302106,5.04,https://soundcloud.com/muhammad-sakim/nxcre-indigo-slowed-reverb
artcriminal - RAABTA (DJ EDIT) [FREE DOWNLOAD],artcriminal,202292,3.37,https://soundcloud.com/artcriminalmusic/artcriminal-raabta-dj-edit-free-download
Mahiya Ve Soneya - Atif Aslam x Hadi B x Miki Deep House Remix V4,Hadi B,284160,4.74,https://soundcloud.com/hadi-b-baby/mahiya-ve-soneya-atif-aslam-x
Shes like the wind,"Yvon Perret  and his ""Musical Universe""",246018,4.1,https://soundcloud.com/yvon-perret/shes-like-the-wind
R.E.M. - Losing My Religion (lutzu Istrate Remix),El'Aich Mouad,233138,3.89,https://soundcloud.com/elaich-mouad/rem-losing-my-religion-lutzu-istrate-remix
Hua Main x Finding Her,priy.n,162377,2.71,https://soundcloud.com/priyan-643563274/hua-main-x-finding-her
Yara Sili Sili / Careless Whisper - Gaurav Dagaonkar Ft. Arunima Bhattacharya (Synchronicity #2),Gaurav Dagaonkar,272403,4.54,https://soundcloud.com/gaurav-dagaonkar/yara-sili-sili-careless
Aavan Jaavan (War 2) - Zouk Kompa Refix (Dj Abi),Dj Abi,251455,4.19,https://soundcloud.com/djabimru/aavan-jaavan-war-2-zouk-kompa
Tu Jane Na,shahbazaliheree,257903,4.3,https://soundcloud.com/ur-cheeko/tu-jane-na-vs-runaway-mashup-atif-aslam
Afsos - Anuv Jain Ft. AP Dhillon (DJ Alchemist Mashup) 320kbps,DJ Alchemist - Dubai,299102,4.99,https://soundcloud.com/djalchemist-dubai/afsos-anuv-jain-ft-ap-dhillon
Kadi Te Has | Channa Kittha | Tarun S | Wajhi Farooki | Mashup,Tarun_S,147357,2.46,https://soundcloud.com/tarunoo0099/kadi-te-has-channa-kittha-tarun-s-wajhi-farooki-mashup
Tajdare Haram | Tarun S Ft. Wajhi Farooqi | Raeth,Tarun_S,239565,3.99,https://soundcloud.com/tarunoo0099/tajdare-haram-tarun-s-ft-wajhi-farooqi-raeth
Soch | Akshay Kumar | Airlift | Cover | Raeth | Tarun S,Tarun_S,151732,2.53,https://soundcloud.com/tarunoo0099/soch-cover-by-raeth-tarun
Tum Mile (Slowed+Reverb) (lofi swap) .mp3,Lofi swap,343954,5.73,https://soundcloud.com/swapnil-gole-1/tum-mile-slowed-reverb-lofi
The Xpose Full Remix Songs Jukebox,Maddy Bilal,1540453,25.67,https://soundcloud.com/maddy-bilal/the-xpose-full-remix-songs-jukebox
Ranjish He Sahi (A Tribute To Mehdi Hasaan),Maddy Bilal,224047,3.73,https://soundcloud.com/maddy-bilal/ranjish-he-sahi-a-tribute-to-mehdi-hasaan
Lana Del Rey - Summertime Sadness (Tez Cadey Remix),TEZ CADEY,259941,4.33,https://soundcloud.com/tezcadey/summertime-sadness-remix
Wanna Be Yours X Summertime Sadness  (slowed),Uchiha Madara,215693,3.59,https://soundcloud.com/dead-syco/wanna-be-yours-x-summertime
Dil Tu Jaan Tu Wishes (Neel Chhabra Mashup),Neel Chhabra,169300,2.82,https://soundcloud.com/neelschhabra/dil-tu-jaan-tu-wishes-neel-chhabra-mashup
Poylow Jared Mueller TECHNO KING - Stay,Magic Music City,139233,2.32,https://soundcloud.com/magicmusicsquad/poylow-jared-mueller-techno-king-stay
Chaap Tilak - Dark 7 White | Sumeet V Nidhi S Jatin S | Sargam Jassu Nakash Aziz,User 157438208,159242,2.65,https://soundcloud.com/user-157438208/chaap-tilak-dark-7-white
The Chainsmokers - Closer | Kabira (Vidya Vox Mashup Cover) (ft. Casey Breves),Nishah Zargar,227965,3.8,https://soundcloud.com/nishah-296669649/the-chainsmokers-closer-kabira
Kabhi Kabhi (feat. Shivali & Natasha),ArjunArtist,226200,3.77,https://soundcloud.com/arjunartist/kabhi-kabhi-feat-shivali
Rafta Rafta Wo Meri Hasti | Remix,Manayy 🥀,296725,4.95,https://soundcloud.com/waqax-khan-912910829/rafta-rafta-wo-meri-hasti
Man Bharya x Without You x Tune Mere Jana - (Acoustic Mashup),DJSwapnill Sen-India,167053,2.78,https://soundcloud.com/swaphnilofficial/man-bharya-x-without-you-x-tune-mere-jana-acoustic-mashup
Ishq Hai (Slowed+Reverb),6.45_reverbs,364408,6.07,https://soundcloud.com/sarthak-badgujar/ishq-hai-slowed-reverb
Calvin Harris & Disciples - How Deep Is Your Love (Chris Lake Remix),Chris Lake,306758,5.11,https://soundcloud.com/chrislake/calvin-harris-disciples-how-deep-is-your-love-chris-lake-remix
O Yaara Coke Studio,Arjan,151380,2.52,https://soundcloud.com/nimmooriginal/o-yaara-coke-studio
Dont Give Up (Grafix Remix) [feat. Bryan Adams],ChicaneMusic,193149,3.22,https://soundcloud.com/chicanemusic/chicane-feat-bryan-adams-7
Bachana Ae Haseeno- Ahista Ahista (Club Mix),DJay FaheeM,350596,5.84,https://soundcloud.com/djay-faheem/bachana-ae-haseeno-ahista-ahista-club-mix
FameStar - Let Her Go (Official Audio),Starix Production,171677,2.86,https://soundcloud.com/starixproduction/famestar-let-her-go
Enjoy The Silence,SSL Music,159242,2.65,https://soundcloud.com/sslmusic/enjoy-the-silence
Apna Mujhe Tu Laga ( Slowed down to Aesthetics),M Ali Malik,465502,7.76,https://soundcloud.com/m-ali-malik-494506995/apna-mujhe-tu-laga-sonu-nigam
Heer - Afusic AliSoomrooMusic (Ahmad Zee Remix),Ahmad Zee,201953,3.37,https://soundcloud.com/ahmadzeemusic/heer-ahmad-zee-remix
Ye Shaam - Aitebar - Tumhara Aur (Vital Signs Cover) - Bull & Bakra,saadhayat,163201,2.72,https://soundcloud.com/saadhayat/ye-shaam-aitebar-tumhara-aur
Dosti - Ho Mann Jahaan,ARY FILMS,218769,3.65,https://soundcloud.com/aryfilms/dosti-ho-mann-jahaan
Ambarsariyan Arjun,Sheheryar Sagitariun,210096,3.5,https://soundcloud.com/sheheryar-sagitariun/ambarsariyan-arjun
Sajni Re (Mega Chillout Mashup) Arijit Singh _ Lofi,Addy,300042,5.0,https://soundcloud.com/bushra-adnan-246487391/sajni-re-mega-chillout-mashup
Said I Loved You...But I Lied (House Hub Remix),House Hub,278047,4.63,https://soundcloud.com/foad-jbara/said-i-loved-you-but-i-lied
Saajna x Aadat x Sajni - JalRaj  Atif Aslam  Jal T,Alone Walker,274651,4.58,https://soundcloud.com/user-345922288/saajna-x-aadat-x-sajni-jalraj
Dil Bhi Ma Paish Karu | Slowerb | By Ali Raza and Shjr,Mayaro,252918,4.22,https://soundcloud.com/mayaromusic/dil-bhi-ma-paish-karu-slowerb
Ishq Sufiyana // slowed x reverb,rookie,356963,5.95,https://soundcloud.com/bhavneesh-verma/ishq-sufiyana-slowed-x-reverb
Valentine Mashup - DJ Kiran Kamath(MyMp3Song.Com),Ashil Verma,278361,4.64,https://soundcloud.com/ashil-verma/valentine-mashup-dj-kiran-3
Demeter X Lavinia Simene - Moonlight,Pink Elephant,186540,3.11,https://soundcloud.com/itspinkelephant/demeter-x-lavinia-simene-moonlight-1
Aa Bhi Jao - Nescafe Basement,Huzaif Waqar,399188,6.65,https://soundcloud.com/huzaif/aa-bhi-jao-nescafe-basement
Tere Pyaar Mein (slowed + reverb) - Kaavish,Kaafi Aesthetic (slowed + reverb),337345,5.62,https://soundcloud.com/kaafiaesthetic/tere-pyaar-mein-slowed-reverb-kaavish
Teri galliyan 2.0 full song ek villain returns john abraham teri gallyan full song Mp3,♛ SHER DIL ♛,212088,3.53,https://soundcloud.com/user974293892/teri-galliyan-2-0-full-song-ek
Zubeen_Garg_Woh_Bheege_Pal_x_Ehsaas_Mashup___Aftermorning_Faheem_Abdullah.,S À G À R,366968,6.12,https://soundcloud.com/henry-cavill-318807780/zubeen_garg_woh_bheege_pal_x_e
Nirvana - Smells LIke Teen Spirit (RAVENSCOON x Gunpoint Remix) [FREE DL],Ravenscoon,239386,3.99,https://soundcloud.com/ravenscoon/nirvana-smells-like-teen-spirit-ravenscoon-x-gunpoint-remix
Lambiyan judaiyan bilal saeed slowed,Abh1oP PLAYS,214204,3.57,https://soundcloud.com/abh1op-plays/lambiyan-judaiyan-bilal-saeed
WITHOUT ME - Halsey (Deweys FLIP),DEWEY,173050,2.88,https://soundcloud.com/louisthiercelin/without-me
Ember Island Umbrella,HaaDi Rj,223791,3.73,https://soundcloud.com/haadi-rj/ember-island-umbrella
알렉벤자민 Alec Benjamin - Let Me Down Slowly (female Cover BY. Line.B),Conveyorsounds,169639,2.83,https://soundcloud.com/conveyor_sounds/cover-alec-benjamin-let-me-down-slowly-female-by-lineb
someone u loved,Micah Wilson,216078,3.6,https://soundcloud.com/micahwilson/somone-u-loved
Gnash - I Hate You I Love You (KidG Remix),Kid G,215399,3.59,https://soundcloud.com/kidg_prod/gnash-i-hate-you-i-love-you
Counting Stars - One Republic - W Chrissy & Alex Goot,Serafim Dionisie,225822,3.76,https://soundcloud.com/serafim-dionisie/counting-stars-one-republic-w
Zaroori Tha x Tumhe Dillagi by Atif Aslam ( Lo-fi Flip )  | AI voice.. (320 kbps).mp3,Tayyaba,284186,4.74,https://soundcloud.com/teebs_1/zaroori-tha-x-tumhe-dillagi-by
Best Bollywood lofi Mashup || lofi songs || slowed and reverb song || love mashup,flash,3133544,52.23,https://soundcloud.com/abdul-ahad-584548538/best-bollywood-lofi-mashup-lofi-songs-slowed-and-reverb-song-love-mashup
O Maahi X Ve Haaniyaan (Noctaegis Mashup),Noctaegis,286171,4.77,https://soundcloud.com/noct-aegis/o-maahi-x-ve-haaniyaan-noctaegis-mashup
Metro.. In Dino - Zamana Lage | Afro House Remix | Sleep Paralysis Music,Sleep Paralysis Music Official,306913,5.12,https://soundcloud.com/sleepparalysismusic/metro-in-dino-zamana-lage-afro-house-remix-sleep-paralysis-music
Piya O Re Piya Atif Aslam Lofi slowed and reverb Raining Never Be Mine.mp3,Nusayba,227291,3.79,https://soundcloud.com/nusayba-ilyas/piya-o-re-piya-atif-aslam-lofi
Give Me Some Sunshine,ALi Tanaylia,247323,4.12,https://soundcloud.com/ali-jutt/give-me-some-sunshine
Toh Aa gaye Hum,Dr Farrukh Javed,302864,5.05,https://soundcloud.com/farrukhjavedkhi/toh-aa-gaye-hum
Pal Pal Dil Ke Paas (Unplugged)- Siddharth Slathia,Siddharth Slathia,215842,3.6,https://soundcloud.com/siddharth-slathia/pal-pal-dil-ke-paas-unplugged-siddharth-slathia
Waaday,aliaftabsaeed,222583,3.71,https://soundcloud.com/aliaftabsaeed/waaday
Main Yahan Hoon - LoFi,Iamprann,317492,5.29,https://soundcloud.com/iamprann/main-yahan-hoon-lofi
How Do You Say I Love You (When It’s Already Too Late),Marol,224209,3.74,https://soundcloud.com/zophrenia/how-do-you-say-i-love-you-when
dur,Nawfil,240039,4.0,https://soundcloud.com/nawfil-khurram/dur
Natalie Taylor - Iris (Goo Goo Dolls cover),Itzel Lopez,168046,2.8,https://soundcloud.com/itzel-lopez-736590673/natalie-taylor-iris-goo-goo
Bad Enough,NIGHT TRAVELER,245969,4.1,https://soundcloud.com/nighttravelermusic/bad-enough
Beautiful Stranger,Umbrellas for Strangers,132310,2.21,https://soundcloud.com/u4smusic/beautiful-stranger
Sting - A Thousand Years & Oud (Orient) Cover (by Ersin Ersavas),Ersin Ersavas Official,337298,5.62,https://soundcloud.com/ersinersavas/sting-a-thousand-years-oud-orient-cover-by-ersin-ersavas
Love Me Right (Part 2),THE MUSIC KITCHEN,179827,3.0,https://soundcloud.com/themusickitchen/love-me-right-part2
NaQabil,NAYAB,217339,3.62,https://soundcloud.com/rizwan-nayab/naqabil
When the Stars Were Closer,Soul Whisperer,269949,4.5,https://soundcloud.com/svetoslav-gavrilov-sig/when-the-stars-were-closer
I Hope You Hear Me,Conny,233587,3.89,https://soundcloud.com/conny-631072737/i-hope-you-hear-me
The Swing Behind the House,Soul Whisperer,183118,3.05,https://soundcloud.com/svetoslav-gavrilov-sig/the-swing-behind-the-house
Small Fires in the Fog,Soul Whisperer,251559,4.19,https://soundcloud.com/svetoslav-gavrilov-sig/small-fires-in-the-fog
Echoes Of Smallness,Shadowman,277473,4.62,https://soundcloud.com/kurt-arndt-560019904/echoes-of-smallness
When the Flowers Start to Bloom,DragonBlood Vielhauer,177084,2.95,https://soundcloud.com/dragonblood-vielhauer/when-the-flowers-start-to
Rewrite the Stars,Michael Gerow,151484,2.52,https://soundcloud.com/michaelgeroww/rewrite-the-stars
I Put It All On You,Urban Renewal 4 Kidz,233927,3.9,https://soundcloud.com/urban-renewal-4-kidz/i-put-it-all-on-you
Atif Aslam Meri Kahani Unplugged,Frozone :P,256076,4.27,https://soundcloud.com/frozone93/atif-aslam-meri-kahani-unplugged
Yung Kai - Blue (Lyrics).mp3,Leolauj2012,1789283,29.82,https://soundcloud.com/leolauj2012/yung-kai-blue-lyrics-mp3
All I Need Is You,Rikotoproducer,240039,4.0,https://soundcloud.com/rikotoproducer/all-i-need-is-you
Meer - E-Kaarwan Full Audio Song  Lucknow Central  Farhan Diana Gippy  Amit Neeti Rochak,kazi nezamul,363318,6.06,https://soundcloud.com/kazi-nezamul/meer-e-kaarwan-full-audio-song-lucknow-central-farhan-diana-gippy-amit-neeti-rochak
Khairiyaan,Eswari Dixit,74710,1.25,https://soundcloud.com/eswaridixit/khairiyaan
Its Only Love (Midnight Mix) [feat. Tina Turner],Bryan Adams Official,158746,2.65,https://soundcloud.com/bryanadams/its-only-love-midnight-mix
Forenoon - Inspiring and Relaxing Acoustic Guitar Music (Free Download MP3),AShamaluevMusic,170344,2.84,https://soundcloud.com/ashamaluevmusic/forenoon
Mama,TheVuoristo,265038,4.42,https://soundcloud.com/thevuoristo/mama
Tune Jo Na kaha Mein Woh Sunta Raha,Zohaib Zobi,306366,5.11,https://soundcloud.com/zohaibzobi/tune-jo-na-kaha-mein-woh-sunta-raha
Ankhon ke sagar,studio octave,179555,2.99,https://soundcloud.com/studiooctave/ankhon-ke-sagar
Khamaj (Mora Saiyaan) - Coke Studio Season 2,Shafqat Amanat Ali Khan,336958,5.62,https://soundcloud.com/shafqatlive/khamaj-mora-saiyaan-coke-studio-season-2
Will We Ever Be Friends Again,Bryan Adams Official,208614,3.48,https://soundcloud.com/bryanadams/will-we-ever-be-friends-again
Two Arms To Hold You,Bryan Adams Official,240327,4.01,https://soundcloud.com/bryanadams/two-arms-to-hold-you
Love Is Stronger Than Hate,Bryan Adams Official,238916,3.98,https://soundcloud.com/bryanadams/love-is-stronger-than-hate
Life Is Beautiful,Bryan Adams Official,183118,3.05,https://soundcloud.com/bryanadams/life-is-beautiful
Fate Made A Way,TheVuoristo,249548,4.16,https://soundcloud.com/thevuoristo/fate-made-a-way
Vasl e Yaar | OST 🎶 | Nauman Shafiq | ARY Digital,ARY Digital HD,291082,4.85,https://soundcloud.com/arydigitalhd/vasl-e-yaar-ost-nauman-shafiq-ary-digital
Tu Hai Ki Nahi,Akshay kumar 01,333379,5.56,https://soundcloud.com/akshay-kumar37/tu-hai-ki-nahi
Whats Mine,Lucy Clearwater,221518,3.69,https://soundcloud.com/lucyclearwater/whats-mine-1
Shes Like The Wind Patrick Swayze cover version,Domvox,244972,4.08,https://soundcloud.com/domvox/shes-like-the-wind-patrick-swayze-cover-version
Tum Hi Ho - Aashiqui 2 (Sibtain Khalid),Sibtain Khalid,163253,2.72,https://soundcloud.com/sibtain-khalid/tum-hi-ho-aashiqui-2-sibtain
Barish - Unplugged,Sibtain Khalid,233425,3.89,https://soundcloud.com/sibtain-khalid/barish-unplugged
Asad Khan Niazi - Aeina (Official Music Video),Hadi Sherazi,239282,3.99,https://soundcloud.com/hadisherazi9/asad-khan-niazi-aeina-official
The Sound Of Silence,SIMON&GARFUNKELbyBookends,217880,3.63,https://soundcloud.com/simonandgarfunkelbybookends/04-the-sound-of-silence
Tum Ko Cover By Tarun S,Tarun_S,136110,2.27,https://soundcloud.com/tarunoo0099/tum-ko-cover-by-tarun-s
Mana K Hum Yaar Nahi..,Ishik HAsh,264906,4.42,https://soundcloud.com/ishik-hash/mana-k-hum-yaar-nahi
Ae Dil Hai Mushkil (Cover).mp3,zubin_paul_official,230681,3.84,https://soundcloud.com/zubin_paul_official/ae-dil-hai-mushkil-cover-mp3
Love Story - Taylor Swift,hyuraa_,251951,4.2,https://soundcloud.com/hyuraaa/lovestoryyy
Someone You Loved - Lewis Capaldi (Conor Maynard Cover),Best Covers,160980,2.68,https://soundcloud.com/bestcoversss/someone-you-loved-lewis-capaldi-conor-maynard-cover
The Connection - Is This Love,Paul Gorman 7,249073,4.15,https://soundcloud.com/paul-gorman-6/the-connection-is-this-love
Ek Hi Bhool - OST (Slow Version),Sara Hijazi,268825,4.48,https://soundcloud.com/sara-hijazi-2/ek-hi-bhool-ost-slow-version
Before You Go (Lewis Capaldi Cover),anica,227396,3.79,https://soundcloud.com/anicamusic/before-you-go-lewis-capaldi-cover
Unplugged Saturday Night,Zamad Baig Official,1649708,27.5,https://soundcloud.com/zamad-baig/unplugged-saturday-night
Tere Bina- Mustafa Zahid,PRECIOUS LIBRA,203460,3.39,https://soundcloud.com/lifeineyes/tere-bina-mustafa-zahid
The River Knows My Name,Cyber Chord,353437,5.89,https://soundcloud.com/cyber-chord/the-river-knows-my-name
Andheray Ka Sawera  - ft . Vishal Roy Choudhury 🪄 ...,Haider 110❗,85290,1.42,https://soundcloud.com/callme-aizaz/andheray-ka-sawera-ft-vishal
Tujhe Kitna Chahein Aur Hum SlowedReverb  Jubin Nautiyal  Kabir Singh,~KUMAIL,324023,5.4,https://soundcloud.com/komail-raza-815319538/tujhe-kitna-chahein-aur-hum-slowedreverb-jubin-nautiyal-kabir-singh
Death Wish - Gracie Abrams (Cover),Trinity Reyes,208248,3.47,https://soundcloud.com/trinityreyes/death-wish-041025
Where do we go now? | Live Session,aly,277394,4.62,https://soundcloud.com/aly-ramirez-760548456/where-do-we-go-now-live
Kabhi Kabhi Aditi Zindagi Remix,RashidAli,137939,2.3,https://soundcloud.com/rashidaliofficial/kabhi-kabhi-aditi-remix
IF I EVER LOSE YOUR LOVE,RashidAli,198034,3.3,https://soundcloud.com/rashidaliofficial/if-i-ever-lose-your-love
Call Me Dil,RashidAli,317050,5.28,https://soundcloud.com/rashidaliofficial/call-me-dil
Pal Pal Jeena muhaal -  AliSoomro,Fayyaz Saeen,168699,2.81,https://soundcloud.com/fayaz-sarwar/pal-pal-jeena-muhaal-alisoomro
Sohna Te Methon Door Gaya Aey - Siraiki Song - Pardes Katenda,Fayyaz Saeen,177293,2.95,https://soundcloud.com/fayaz-sarwar/sohna-te-methon-door-gya-aey
What Do You Want From Me - Nescafe Basement,Usman Ather,355271,5.92,https://soundcloud.com/usman-ather/what-do-you-want-from-me
Hawayein - Arijit singh - JHMS - Full Original song 320kbps 🎧.mp3,Kashif Barkat,304902,5.08,https://soundcloud.com/kashif-barkat-209710129/hawayein-arijit-singh-jhms
KAHO-NA-KAHO,sidharth07,312558,5.21,https://soundcloud.com/sidharth07/kaho-na-kaho
last girl,elijah woods,200620,3.34,https://soundcloud.com/elijahwoods/last-girl
Petrichor (Soft Version),Canyon City,208353,3.47,https://soundcloud.com/canyon-city/petrichor-soft-version
Lie To Yourself by Philip Pinckney,Grace In Motion,221989,3.7,https://soundcloud.com/grace-in-motion/lie-to-yourself-by-philip
Oscar & Deep - Lost in the Fire,Baijan Records,217522,3.63,https://soundcloud.com/baijanrecords/oscar-deep-lost-in-the-fire
Until I Found You (Sped Up)- Em Beihold & Stephen Sanchez - F4ST Cover,F4ST,174890,2.91,https://soundcloud.com/f4stmusic/until-i-found-you-sped-up-em-beihold-stephen-sanchez-f4st-cover
Billie Eilish - Birds Of A Feather (Mentol Remix) Lumi Cover,Mentol,180584,3.01,https://soundcloud.com/mentolmusic/billie-eilish-birds-of-a-feather-mentol-remix-lumi-cover
Wasted Love,SSL Music,154540,2.58,https://soundcloud.com/sslmusic/wasted-love
Braaten - Enjoy The Silence,Soave,148010,2.47,https://soundcloud.com/soaverecords/enjoy-the-silence
Not All Wounds Show,Mike Baker,203442,3.39,https://soundcloud.com/mike-baker-162751807/not-all-wounds-show
Amir Nazari - Was It All A Lie,DeepShine Music,257802,4.3,https://soundcloud.com/miss-deepshine/amir-nazari-was-it-all-a-lie
MENDA - Solution,Mark Music Records,208091,3.47,https://soundcloud.com/markmusic-records/menda-solution
Beloved Dream,MusicByYounus™,223843,3.73,https://soundcloud.com/musicbyyounus/beloved-dream
Velour,Shah,194299,3.24,https://soundcloud.com/shah_music/velour
End To my Words,BigjohnShow,202919,3.38,https://soundcloud.com/big-john-368247570/end-to-my-words
Wish You Were Still Here,TheVuoristo,193829,3.23,https://soundcloud.com/thevuoristo/wish-you-were-still-here
I Want To Dance With Somebody,Three Dot House,203912,3.4,https://soundcloud.com/threedothouse/i-want-to-dance-with-somebody
Still Love You,Nora Notes,179540,2.99,https://soundcloud.com/noranotes/still-love-you
It Happens To All Of Us,John Dyhouse,237819,3.96,https://soundcloud.com/artyfax-1/getting-old-3b
I Saw An Angel,TheVuoristo,218828,3.65,https://soundcloud.com/thevuoristo/i-saw-an-angel
Killing Me,SSL Music,197172,3.29,https://soundcloud.com/sslmusic/killing-me
Salvage (Feat. HYLIA),Abandoned,276454,4.61,https://soundcloud.com/abandoned_official/salvage
Die Of A Broken Heart,Hasenchat Music,145006,2.42,https://soundcloud.com/hasenchat/die-of-a-broken-heart
California Dreaming (DEMO),Brandin,208953,3.48,https://soundcloud.com/brandins/california-dreaming-demo
Face To Face,TheVuoristo,209267,3.49,https://soundcloud.com/thevuoristo/face-to-face
Love Wont Let Me Fall,The Pleasurerz,227631,3.79,https://soundcloud.com/user-704413814/love-wont-let-me-fall
SABAI Highlnd - Are You Happy Now (Highlnd Remix) (feat. Linney),Lost In Dreams,232046,3.87,https://soundcloud.com/itslostindreams/sabai-highlnd-are-you-happy-now-highlnd-remix-feat-linney
Forgotten Memories (Blade Runner 2049),Abandoned,210782,3.51,https://soundcloud.com/abandoned_official/forgotten-memories
Nadro & Oana - Still Need You,Jupita | No Copyright Music,224993,3.75,https://soundcloud.com/jupitamusic/nadro-oana-still-need-you
Zita - This City (ft. Finn HP),Zita,170240,2.84,https://soundcloud.com/musicbyzita/zita-this-city-ft-finn-hp
love me some protection,𝕮𝖊𝖑𝖊𝖘𝖙𝖎𝖆𝖑 𝕾𝖎𝖘𝖙𝖊𝖗 🔮,213081,3.55,https://soundcloud.com/skelitavix/love-me-some-protection-mp3
Adore You,House Hub,169953,2.83,https://soundcloud.com/foad-jbara/adore-you
Life ain’t easy,Thomas GT,195448,3.26,https://soundcloud.com/thomas-gt-869415467/life-aint-easy-wav
Heaven,Thomas GT,212637,3.54,https://soundcloud.com/thomas-gt-869415467/heaven
Dont Let Me Go,Cigarettes After Sex,262792,4.38,https://soundcloud.com/cigarettesaftersex/dont-let-me-go-1
Apocalypse,Cigarettes After Sex,290247,4.84,https://soundcloud.com/cigarettesaftersex/apocalypse-3
K.,Cigarettes After Sex,316685,5.28,https://soundcloud.com/cigarettesaftersex/k-3
MÜSA - Stars Aligned,FHC Deep,285153,4.75,https://soundcloud.com/fhcdeep/muesa-stars-aligned
Told You So,TheVuoristo,225907,3.77,https://soundcloud.com/thevuoristo/told-you-so
The Last Exit Before Dawn,Soul Whisperer,187350,3.12,https://soundcloud.com/svetoslav-gavrilov-sig/the-last-exit-before-dawn
Tate Mcrae - Siren Sounds (EMBER Remix),EMBER,234815,3.91,https://soundcloud.com/ember2022/tate-mcrae-siren-sounds-ember-remix
DJ SNAKE - PARADISE (FT. BIPOLAR SUNSHINE),Lindeson,212114,3.54,https://soundcloud.com/lindeson-slz/dj-snake-paradise-ft-bipolar
Voice of a New Dawn,SSL Music,169744,2.83,https://soundcloud.com/sslmusic/voice-of-a-new-dawn
Back to U x Love Let Me Go [tacos Mashup],tacos,241580,4.03,https://soundcloud.com/vistacos/back-to-u-x-love-let-me-go-tacos-mashup
Rarest Kind,ChillYourMind,168438,2.81,https://soundcloud.com/chillyourmind/rarest-kind
Secrets in Velvet,Soul Whisperer,198792,3.31,https://soundcloud.com/svetoslav-gavrilov-sig/secrets-in-velvet
Contradiction,breezy.wav,187847,3.13,https://soundcloud.com/aubree-korte-775849199/contradiction
LOOTZ & Fixion - Memories Of You (feat. Nytrix),ARWV Records,249626,4.16,https://soundcloud.com/arwv/lootz-fixion-memories-of-you-feat-nytrix
NSH - Faded Rose,Soave,157544,2.63,https://soundcloud.com/soaverecords/nsh-faded-rose
Warthogs Robber - Never Mind,FHC Deep,141688,2.36,https://soundcloud.com/fhcdeep/warthogs-robber-never-mind
ODESZA - Wide Awake ft. Charlie Houston (Noctiil Flip),Noctiil,181760,3.03,https://soundcloud.com/noctiil/wideawake
ARMNHMR - Keep U Safe (feat. Liv Miraldi)),ARMNHMR,193646,3.23,https://soundcloud.com/armnhmr/armnhmr-keep-u-safe-feat-liv-miraldi
Jack Savoretti - Only You (Live At Hammersmith Apollo),MsQ,250380,4.17,https://soundcloud.com/museiq/jack
Eijk & køhvt - Worlds Apart,Setting Sail Records,170292,2.84,https://soundcloud.com/settingsailrecords/eijk-kohvt-worlds-apart
Shouldnt Matter but It Does (Live at Golden 1 Center - Sacramento CA April 8 2023),benjapozop,283638,4.73,https://soundcloud.com/user-872863660/shouldnt-matter-but-it-does
Aurora Night - Without You,Aurora Night,232542,3.88,https://soundcloud.com/aurora_night/aurora-night-without-you
jack savoretti - the other side of love (marcello baptiste and daniel santiago edit),marcello baptiste,407651,6.79,https://soundcloud.com/marcellobaptiste/jack-savoretti-the-other-side-of-love-marcello-baptiste-and-daniel-santiago-edit
Analog Expanse - Thought I Was Done,Insight Music,228963,3.82,https://soundcloud.com/insight-music/analog-expanse-thought-i-was-done-3
A Little More Understanding,Bryan Adams Official,283246,4.72,https://soundcloud.com/bryanadams/a-little-more-understanding
Shouldnt Matter But It Does,Alann Archer,214544,3.58,https://soundcloud.com/alann-archer/shouldnt-matter-but-it-does
Solace in Faith,Flowless,221649,3.69,https://soundcloud.com/f1ow1essmusic/solace-in-faith-1
Broken Glass,Jacksavoretti,195309,3.26,https://soundcloud.com/jacksavoretti/broken-glass
Jack Savoretti feat. Sienna Miller Hate and Love,Jacksavoretti,233675,3.89,https://soundcloud.com/jacksavoretti/hate-love
Soldiers Eyes-Jack Savoretti  (LeeJs Looking Deeper Remash),Sweet Science Radio,200508,3.34,https://soundcloud.com/sweetscienceradiowithleej/soldiers-eyes-jack-savoretti
Jack Savoretti - Only You (Live),MusicKhane - 3,250380,4.17,https://soundcloud.com/musickhaaane/jack-savoretti-only-you-live
Jack Savoretti - Back Where I Belong ( Kamel Art Remix ),Kamel Art Muzic Channel,248290,4.14,https://soundcloud.com/kamel-art-muzic-channel/jack-savoretti-back-where-i-belong-kamel-art-remix
